Set Number,Numbers
1598,"1, 2, 4, 8, 9, 11, 12, 13, 14, 17, 19"
1599,"10, 7"
1600,"4, 5, 6, 8, 13"
1601,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1602,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20"
1603,"1, 3, 6, 12, 13, 17"
1604,"1, 3, 4, 5, 6, 8, 9, 13, 17, 20"
1605,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
1606,"1, 3, 4, 5, 6, 8, 9, 10, 11, 13, 15, 16, 18, 19, 20"
1607,"1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 13, 16, 19, 20"
1608,"1, 2, 4, 5, 7, 12, 13, 14, 18, 20"
1609,"1, 2, 7, 10, 11, 14, 15, 16, 17"
1610,"5, 6, 7, 9, 12, 13, 18"
1611,"1, 2, 4, 5, 6, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1612,"14, 7"
1613,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1614,"1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20"
1615,"1, 10, 11"
1616,"3, 7"
1617,"1, 2, 3, 5, 6, 12, 13, 16"
1618,"1, 3, 5, 6, 7, 9, 10, 11, 13, 14, 16, 18, 19, 20"
1619,"2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 19"
1620,"1, 2, 5, 6, 7, 9, 11, 15, 17, 19"
1621,"2, 4, 5, 9, 10, 12, 13, 14, 16, 17, 18, 20"
1622,"1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
1623,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 16, 17, 20"
1624,"2, 3, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
1625,"2, 3, 4, 5, 6, 7, 9, 11, 13, 14, 15, 16, 18, 19, 20"
1626,"2, 3, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
1627,"1, 4, 5, 14"
1628,"16, 9, 18, 6"
1629,"1, 2, 9, 11, 12, 16"
1630,"1, 3, 5, 6, 9, 10, 13, 14, 15, 20"
1631,"1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19"
1632,"2, 7, 10, 16, 17, 18"
1633,"1, 4, 11, 13, 19, 20"
1634,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 20"
1635,"3, 7, 8, 12, 13"
1636,"3, 5, 16, 17, 19"
1637,"2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
1638,"2, 5, 6, 8, 11, 16, 17"
1639,"6, 15, 16, 17, 18"
1640,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
1641,"2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20"
1642,"16, 3, 5, 7"
1643,"1, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19"
1644,"4, 6, 10, 13, 15, 16, 20"
1645,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1646,"1, 3, 4, 5, 6, 8, 9, 10, 13, 15, 16, 17, 18, 20"
1647,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20"
1648,"2, 3, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1649,"1, 3, 4, 5, 6, 8, 9, 10, 11"
1650,"11, 7"
1651,"2, 3, 8, 16, 18, 19"
1652,"1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20"
1653,"1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 19, 20"
1654,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1655,"3, 6, 10, 11, 17"
1656,"1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1657,"8, 1, 18, 4"
1658,"5, 7, 9, 14, 15, 16, 19"
1659,"1, 2, 3, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
1660,"8, 9, 18, 3"
1661,"1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
1662,"1, 4, 5, 6, 7, 11, 12, 13, 15, 17, 19, 20"
1663,"2, 6, 8, 13, 14, 15, 20"
1664,"1, 2, 5, 6, 7, 10, 11, 19"
1665,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
1666,"11, 12, 16, 18, 19, 20"
1667,"1, 2, 4, 7, 8, 9, 10, 12, 13, 14, 19, 20"
1668,"1, 3, 5, 6, 12, 13, 18, 19"
1669,"1, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1670,"1, 3, 4, 6, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1671,"1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20"
1672,"1, 2, 3, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
1673,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1674,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19"
1675,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20"
1676,"2, 4, 6, 10, 17, 20"
1677,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1678,"1, 2, 3, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19"
1679,"9, 6"
1680,"11, 14"
1681,"16, 10, 7, 15"
1682,"1, 4, 8, 14, 15, 17"
1683,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 16, 17, 18, 19"
1684,"4, 7, 12, 15, 16, 17, 18, 20"
1685,"2, 4, 6, 7, 8, 11, 12, 13, 16, 17, 18, 19"
1686,"1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 19"
1687,11
1688,"4, 5, 6, 10, 12, 13, 15, 17, 18, 19, 20"
1689,"3, 5, 6, 10, 11, 13, 14, 16, 17, 20"
1690,"1, 4, 6, 7, 8, 10, 11, 14, 15, 16, 18, 19, 20"
1691,"4, 7, 8, 10, 16, 18"
1692,"5, 7, 11, 12, 13, 14"
1693,"6, 9, 10, 14, 15, 17, 18, 20"
1694,"2, 5, 6, 9, 12, 14, 15"
1695,"10, 2, 11, 15"
1696,"1, 2, 3, 4, 5, 7, 10, 15, 16, 17, 18, 20"
1697,"2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
1698,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1699,"5, 7, 8, 10, 11, 12, 15, 17, 19"
1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 16, 19, 20"
1701,"1, 9"
1702,"1, 4, 11, 13, 15, 16, 19"
1703,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1704,"2, 4, 5, 6, 8, 9, 10, 11, 12, 15, 16, 17, 18, 20"
1705,"1, 4, 8, 10, 14"
1706,"2, 5, 11, 12, 13, 14, 15, 16, 17"
1707,"4, 6, 8, 9, 15, 18"
1708,"2, 5, 6, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19"
1709,"2, 4, 7, 8, 10, 13, 17, 20"
1710,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
1711,"3, 4, 6, 9, 13, 14"
1712,"1, 5, 6, 10, 16, 18, 19, 20"
1713,"1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 16, 17, 18, 19"
1714,"2, 3, 4, 7, 11, 12, 20"
1715,"1, 3, 6, 7, 10, 11, 13, 14, 16, 20"
1716,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 18, 19, 20"
1717,"1, 3, 4, 5, 6, 7, 10, 11, 13, 14, 15, 16, 17, 20"
1718,"4, 8, 10, 11, 13, 14, 15, 16, 18, 19, 20"
1719,"2, 3, 4, 10, 12, 13, 15, 16, 19, 20"
1720,"8, 12, 15, 16, 18"
1721,"4, 8, 9, 10, 11, 12, 16, 17, 19"
1722,"1, 2, 5, 11, 12"
1723,"2, 3, 4, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18"
1724,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1725,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 20"
1726,"7, 8, 11, 14, 17"
1727,"3, 10, 11, 4"
1728,"1, 2, 4, 5, 6, 7, 8, 10, 11, 13, 15, 17, 18, 19"
1729,"9, 2, 12, 14"
1730,"1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
1731,"1, 3, 12, 13, 16, 17, 20"
1732,"2, 4, 5, 13, 15"
1733,"1, 2, 6, 11, 18"
1734,"1, 2, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19"
1735,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1736,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19"
1737,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1738,"1, 2, 3, 4, 6, 8, 10, 11, 15, 16, 17, 18, 19"
1739,"2, 8, 9, 11, 13, 16, 17, 18, 19"
1740,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1741,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 19, 20"
1742,"2, 6, 7"
1743,"1, 3, 12, 13, 16, 18"
1744,"1, 2, 3, 4, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1745,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1746,"1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19"
1747,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
1748,"2, 3, 18, 19, 20"
1749,"3, 5, 9, 11, 12, 14, 15, 17, 18, 20"
1750,"2, 4, 6, 7, 8, 17, 18"
1751,"13, 5"
1752,"6, 9, 10, 16, 18"
1753,"2, 9, 11, 14, 15, 17, 18"
1754,"1, 3, 4, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 19"
1755,"1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 14, 16, 18, 19, 20"
1756,"3, 4, 5, 6, 8, 9, 15, 18, 19, 20"
1757,"2, 3, 4, 5, 6, 7, 10, 11, 12, 14, 16, 18, 19, 20"
1758,"1, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
1759,"3, 4, 5, 7, 8, 11, 12, 13, 14, 15, 17, 18, 19, 20"
1760,"1, 18, 19, 12"
1761,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1762,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1763,"6, 8, 11, 14, 16, 19"
1764,"1, 4, 6, 8, 9, 11, 13, 14, 16, 17, 18"
1765,"2, 3, 6, 12, 13, 17, 18, 19"
1766,"1, 2, 3, 5, 6, 8, 11, 13, 14, 15, 20"
1767,"17, 18, 3, 14"
1768,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 18, 20"
1769,"5, 8, 12, 14, 15, 18, 20"
1770,"3, 5, 6, 8, 9, 10, 13"
1771,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1772,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1773,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
1774,"11, 17, 3, 15"
1775,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
1776,"2, 4, 6, 7, 14, 15, 16, 18"
1777,"2, 3, 5, 7, 13, 20"
1778,"9, 4, 6"
1779,"2, 3, 4, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 20"
1780,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20"
1781,"1, 3, 5, 6, 8, 16, 19, 20"
1782,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1783,"1, 2, 4, 5, 6, 8, 10, 13, 15, 18, 19, 20"
1784,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
1785,"9, 2, 12, 1"
1786,"1, 20, 12"
1787,"3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20"
1788,"16, 10, 5, 6"
1789,"3, 4, 5, 6, 7, 10, 11, 14, 16, 17, 18, 20"
1790,"1, 2, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18"
1791,"8, 2, 7"
1792,"1, 3, 5, 6, 8, 9, 10, 13, 17, 19"
1793,"1, 2, 3, 4, 7, 8, 9, 14, 17, 20"
1794,"2, 4, 5, 6, 7, 11, 12, 13, 17, 19, 20"
1795,"6, 7, 8, 12, 17, 20"
1796,"8, 19, 13, 15"
1797,"1, 2, 9, 13, 15, 17, 19"
1798,"1, 2, 4, 5, 7, 10, 11, 14, 16"
1799,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20"
1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
1801,"1, 3, 4, 5, 6, 7, 8, 9, 11, 16"
1802,"8, 4, 7"
1803,"2, 3, 4, 5, 11, 12, 14, 20"
1804,"16, 2, 19"
1805,"1, 2, 4, 6, 10, 11, 13, 14, 15, 17, 18, 20"
1806,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 19, 20"
1807,"1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19"
1808,"1, 2, 8, 9, 12, 14, 15, 18, 20"
1809,"1, 2, 3, 4, 5, 6, 7, 8, 13, 15, 16, 17, 18"
1810,"16, 19, 13, 6"
1811,"3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19"
1812,"2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1813,"1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 15, 19, 20"
1814,"8, 1, 11, 15"
1815,"1, 5, 9, 13, 17, 18"
1816,"1, 2, 3, 4, 7, 9, 10, 11, 12, 14, 16, 17, 19, 20"
1817,"1, 2, 3, 6, 7, 8, 9, 10, 11, 13, 16, 17, 18, 19"
1818,"1, 2, 3, 4, 5, 8, 10, 11, 12, 13, 14, 15, 16, 18, 20"
1819,"1, 3, 5, 6, 10, 11, 13, 15, 19, 20"
1820,"1, 2, 4, 5, 7, 8, 9, 11, 14, 15, 16, 17, 18, 19"
1821,"2, 3, 5, 6, 8, 10, 11, 12, 15, 16, 18"
1822,"4, 5, 6, 10, 11, 14, 15, 18, 19, 20"
1823,"1, 3, 4, 6, 12, 13, 16, 17, 18, 19, 20"
1824,"3, 5, 6, 7, 8, 11, 13, 14, 15, 17, 18, 19, 20"
1825,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1826,"2, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
1827,"3, 5, 9, 12, 13, 14, 16"
1828,"2, 3, 5, 7, 11, 12, 13, 15, 18, 19, 20"
1829,"1, 2, 5, 7, 9, 10, 11, 13, 14, 16, 19"
1830,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 19, 20"
1831,"1, 2, 6, 7, 8, 9, 10, 13, 14, 17, 19"
1832,"1, 3, 6, 7, 9, 14, 16, 18"
1833,"1, 3, 7, 8, 9, 13, 14, 17, 19"
1834,"3, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 20"
1835,"1, 5, 7, 8, 20"
1836,"3, 4, 7, 9, 11, 12, 14, 15, 16, 17, 19, 20"
1837,"2, 3, 4, 7, 8, 12, 13, 14, 16, 18, 19, 20"
1838,"2, 3, 4, 7, 9, 14, 15, 16, 18, 19, 20"
1839,"1, 3, 4, 5, 6, 7, 9, 11, 12, 14, 16, 17, 18, 20"
1840,"5, 6, 7, 8, 10, 12, 15"
1841,"2, 5, 9, 10, 11, 12, 17, 18, 20"
1842,"2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 20"
1843,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1844,"6, 8, 12, 13, 16, 18"
1845,"2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 16, 18, 19"
1846,"10, 8, 18, 3"
1847,"17, 12, 1"
1848,"2, 3, 9, 12, 14, 15"
1849,"2, 4, 6, 10, 12, 17, 18, 20"
1850,"1, 2, 6, 8, 13, 14, 15, 19, 20"
1851,"1, 2, 3, 4, 5, 10, 11, 13, 14, 15, 17"
1852,"2, 4, 5, 10, 15, 16, 19, 20"
1853,"1, 2, 6, 8, 12, 14"
1854,"1, 11, 12, 15, 18, 19, 20"
1855,"1, 3, 4, 5, 6, 10, 11, 12, 14, 17, 19"
1856,"3, 5, 6, 9, 10, 14, 15, 16, 17, 18"
1857,"1, 2, 4, 5, 6, 7, 9, 10, 14, 15, 16, 18, 19, 20"
1858,"1, 4, 6, 9, 10, 12, 13, 14, 15, 16, 17, 18"
1859,"11, 15"
1860,"1, 2, 3, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1861,"16, 1, 8"
1862,"2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 19, 20"
1863,"1, 2, 4, 6, 7, 8, 9, 10, 13, 17, 18, 20"
1864,"6, 7, 8, 11, 12, 15, 16, 17, 19"
1865,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17, 19, 20"
1866,"2, 3, 5, 6, 8, 11, 12, 15, 17, 18, 19"
1867,"1, 3, 5, 8, 10, 11, 12, 13, 15, 17, 19, 20"
1868,"1, 5, 6, 7, 8, 12, 15, 16, 17, 18"
1869,"3, 11, 15"
1870,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1871,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
1872,"1, 4, 5, 6, 8, 10, 11, 12, 13, 14, 16, 17, 19, 20"
1873,"11, 13, 14, 16, 17"
1874,"1, 17, 15"
1875,"2, 5, 9, 12, 13, 16"
1876,"3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19"
1877,"2, 4, 5, 6, 7, 8, 9, 10, 13, 14, 17, 20"
1878,"10, 3, 20, 15"
1879,"1, 7, 11, 13, 14, 15, 18, 19"
1880,"4, 9, 10, 11, 12, 13, 15, 19"
1881,"2, 4, 6, 7, 9, 10, 11, 13, 14, 16, 17, 19, 20"
1882,"1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 14, 15, 17, 18, 19, 20"
1883,"10, 3, 7"
1884,"2, 6, 7, 11, 12, 13, 17, 18"
1885,"17, 11, 4, 9"
1886,"1, 5, 7, 10, 12, 18"
1887,"4, 5, 7, 13, 17, 20"
1888,"1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20"
1889,"1, 4, 6, 8, 9, 12, 15, 16, 17, 18"
1890,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1891,"3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 16, 18, 20"
1892,"1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
1893,"1, 3, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20"
1894,"2, 3, 5, 8, 9, 11, 12, 14, 16, 18, 19"
1895,"18, 15"
1896,"1, 2, 4, 6, 13, 15, 16, 17, 18"
1897,"2, 13"
1898,"1, 2, 4, 6, 7, 18, 20"
1899,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1900,"1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 15, 17, 20"
1901,"2, 3, 6, 8, 13, 15, 16, 17, 18, 19, 20"
1902,"2, 3, 4, 6, 9, 11, 12, 13, 14, 18"
1903,"17, 15"
1904,"1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19"
1905,"2, 3, 4, 6, 7, 11, 16, 17, 19, 20"
1906,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
1907,"1, 3, 5, 7, 8, 9, 11, 13, 14, 19, 20"
1908,"1, 3, 5, 7, 8, 10, 11, 14, 19, 20"
1909,"2, 3, 5, 6, 8, 16, 17, 18, 20"
1910,"1, 4, 15, 16, 17"
1911,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1912,"1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20"
1913,"9, 11, 12, 14, 20"
1914,"2, 9, 10, 11, 12, 14, 15, 16, 19"
1915,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1916,"1, 2, 3, 4, 6, 8, 10, 14, 15, 16, 18, 19, 20"
1917,"17, 9, 15"
1918,"1, 3, 5, 7, 10, 11, 15, 16, 18, 19, 20"
1919,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1920,"1, 4, 13, 15, 17, 19"
1921,"3, 5, 8, 10, 15, 16, 18, 19"
1922,"1, 3, 5, 6, 8, 11, 12, 15, 16, 17"
1923,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20"
1924,"1, 3, 4, 5, 7, 8, 9, 10, 11, 14, 16, 17, 18, 19"
1925,"2, 8, 10, 11, 15, 17, 18, 19, 20"
1926,"1, 9, 10, 16, 18"
1927,"1, 3, 5, 6, 10, 14, 17, 19, 20"
1928,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
1929,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 17, 18, 19, 20"
1930,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
1931,"1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19"
1932,"1, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1933,"8, 12, 13, 14, 15, 19, 20"
1934,"2, 3, 4, 5, 6, 7, 9, 11, 13, 14, 15, 16, 18, 20"
1935,"4, 5, 10, 13, 18, 20"
1936,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20"
1937,"2, 3, 5, 8, 9, 12, 13"
1938,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
1939,"1, 2, 3, 5, 6, 7, 8, 10, 11, 13, 14, 15, 17, 19"
1940,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1941,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1942,"17, 4, 12, 14"
1943,"1, 2, 3, 5, 6, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19, 20"
1944,"5, 3, 12, 13"
1945,"1, 6, 12, 13, 14, 16, 17"
1946,"9, 10, 18"
1947,"1, 2, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
1948,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
1949,"2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 18, 19"
1950,"1, 2, 3, 6, 8, 12, 13, 14, 15, 19, 20"
1951,"1, 2, 3, 4, 5, 6, 10, 11, 12, 13, 15, 16, 17, 18, 19"
1952,"1, 2, 3, 4, 5, 6, 7, 9, 12, 13, 15, 16, 18, 19, 20"
1953,"4, 5, 6, 7, 8, 9, 12, 13, 14, 19, 20"
1954,"2, 5, 9, 17, 19"
1955,"2, 3, 4, 6, 8, 10, 11, 15, 16, 17, 19, 20"
1956,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
1957,"4, 7, 10, 12, 14, 15, 16"
1958,"1, 18, 15"
1959,"2, 7, 9, 14, 16"
1960,"8, 12, 14, 15, 19, 20"
1961,"1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1962,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
1963,"1, 2, 6, 8, 9, 11, 14"
1964,"8, 2, 18, 3"
1965,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20"
1966,"1, 2, 3, 4, 9, 12, 13, 14, 15, 19, 20"
1967,"18, 11, 12, 6"
1968,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
1969,"2, 3, 6, 8, 12, 16, 17"
1970,"4, 5, 6, 9, 10, 12, 13, 16, 20"
1971,"1, 2, 3, 4, 7, 8, 12, 13, 14, 15, 17, 18, 19, 20"
1972,"9, 19, 17, 6"
1973,"8, 10, 11, 12"
1974,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 19, 20"
